database_identifier,glycine,<small>L</small>-leucine,taurine,<small>L</small>-histidine,<small>L</small>-cystine,creatinine,<small>L</small>-tryptophan,<small>L</small>-threonine,<small>L</small>-alanine,carnitine,<small>L</small>-isoleucine,<small>L</small>-proline,<small>L</small>-lysine,<small>L</small>-glutamine,<em>O</em>-octanoyl-<small>L</small>-carnitine,citrulline,ornithine,4-hydroxyproline,kynurenine,<em>O</em>-isovalerylcarnitine,group_type
METAB01_Smpl_64,0.7634785816849197,1.5944719591059793,1.6503139556499635,0.4243932020958056,-0.6906718840961695,0.3045791009243755,1.1351087007562664,0.7376106149901056,2.4943323299631235,0.6616710278458797,0.0188438442266062,1.274724980481854,1.7375086989569055,0.8089625595561507,1.1540213886467547,0.4330729136759821,1.003705810000436,-0.1382206828315237,1.1938772831524105,0.4303065169652079,Case
METAB01_Smpl_58,0.4397027640615568,0.3860315083968543,0.0192381948662253,-0.6331784565614705,-1.764651653261572,-0.9885966215241904,0.0925309511865201,1.1078716305115923,1.6190122595125234,-0.9477379083180656,-0.964712905936125,0.6065309310875979,0.2911022043302322,0.9126647376577196,1.1147864897146196,0.3794460172883223,-0.5659635813395121,-0.2809021748928095,-0.9515927290418068,-1.0331866901118858,Case
METAB01_Smpl_61,0.5318071638801266,0.5620708989726744,1.2589643012528382,-0.3617808736580935,0.6783707408153739,-1.0389985261036567,-0.2485338261384027,0.9595420158285204,1.8091142036932013,-0.1396092313624733,-1.248944610370852,-0.0716031666327828,0.0897233964691104,0.813841896857635,1.3843698747134303,0.4081149169211668,0.38919495581458,0.5802263003389613,-1.8707449495320172,-0.8095740918859491,Case
METAB01_Smpl_63,0.237084513127976,1.453481972823058,1.703878094427098,-0.2573573447485389,-0.8318544722525593,-0.3166000738204356,0.929799205462734,0.300509698103553,1.0490223029452643,-0.0548617000932754,-0.1860884559480339,-0.0140677174923071,0.7275837474319811,0.7662475458510418,1.2290994206823715,-0.3204200633298335,0.1862573240471652,-0.359816851994326,0.3698174296414404,-0.054705279562717,Case
METAB01_Smpl_59,0.1344213774672548,0.9727826636477432,1.1675273796557424,-1.047020618656048,1.0481210841217037,-0.808648898630483,0.0724210454382096,0.6019574499780556,1.0847568388963442,0.1041818695551042,-0.7403830597200934,-0.0989977080303328,0.0501308199580175,0.2361146691262782,1.3201349541677223,-0.8723344773024584,-1.1167127097907066,-0.3165503999487912,1.210019555930961,-0.6632419937414027,Case
METAB01_Smpl_35,-1.8413670973757683,-0.008638963627266,-2.348033410096543,-1.8827930139308744,0.0932451387010569,-0.7436316003190718,-0.9436874404852788,-1.9106284456632767,0.2017633075965395,-1.0183143316364174,-1.3284154780638544,-1.1628370541629147,-1.516231388816308,-2.4388689521279368,-0.7061761103206619,-2.472573152462196,-0.641694450170246,-1.0804945691269667,1.5601917920851838,-0.0974056949622786,Case
METAB01_Smpl_60,0.237084513127976,0.9892355165762406,1.7929099544274265,-0.6166944479164013,1.18504191561687,0.3190249477837412,0.453422727555287,0.5713978114882428,0.8139814737022889,0.1653182978434009,-0.7727792005287693,-0.035720730094767,0.9671005570102018,0.6470858638054273,1.3692180090295651,0.3708771616779681,0.6162624611445003,-0.1093219299299784,0.9005829914401541,0.0440167357232518,Case
METAB01_Smpl_65,0.5095567130069799,1.0965903760193023,0.5995232475877444,-0.9872079370656932,-0.1558078500281378,-0.125022970621811,0.1659308810223427,-1.113546867575004,0.7387423360099838,-1.0418800742555352,-0.6293761175004883,0.3989561205414296,0.1293444535673076,0.5083325606568934,1.2219511379227908,0.3573886557793624,0.5886779463568381,-0.254618687760558,1.1714504443674596,-0.8693245105103208,Case
METAB01_Smpl_62,-0.1738264786626361,1.11074712931331,1.5401088595345005,-1.4155486188015285,-1.9301288908307312,-1.3279160711414555,-1.0064419248553511,-1.1202802585655018,0.188560390288399,-0.5108412699857926,-1.0263189968253037,-1.172470321202416,-1.1437941635146764,0.2152002137467851,1.3840302938800584,-0.4111773224664639,-0.7769793871470444,-0.9710908186895888,-0.7664461551661884,-1.2131407351448955,Case
METAB01_Smpl_67,1.4182738819393592,1.0362211124423597,1.5065308452521458,-0.650662192670511,0.2392539581654036,0.6057780140868881,-1.2936152587811816,0.902750211472908,1.569469800052878,0.920128345114686,-0.8836192628089129,0.956298264776886,1.1068868520244002,0.9055187725560412,1.8937036523308328,-0.0632920994064828,0.625981165968918,1.0129419675799405,2.317710606994821,2.542020417246636,Case
METAB01_Smpl_66,-1.3937597686210026,1.338411229689202,1.3399994882467263,-0.5576785974881953,-0.2604205555691595,0.0069667878721993,0.185359447322544,-1.554121858432195,1.0345016878781432,0.4416666901907439,-0.7775291175857438,2.483221139699471,-0.3708213342241142,0.0896148481639054,3.3639715270829185,-0.349931040433764,-0.3800211576534556,-0.8446251463927325,0.5391859296222203,0.975103414133789,Case
METAB01_Smpl_69,1.1101615524637432,1.7061223300459214,0.4745991089076027,-0.3082122083023861,1.2530740477789064,-0.3755969334131035,0.5581696035025168,1.1660216456708856,1.2234738229005402,1.2117228312488972,0.0290727404785648,0.4704562662181838,0.7408231366907874,1.9172983464909483,1.2118614411107602,0.4415455027410865,0.996129842912828,0.347858196992578,0.8040871384046993,1.7983316451986442,Case
METAB01_Smpl_68,1.132229543596982,0.6954167822628516,0.2637237330608893,-0.7531819890062212,0.8726199265994738,-0.0468654243921083,-0.9534560158993628,-2.361290003472465,-0.0145640606531695,-0.2292325789927899,-1.1056337924936452,-0.8606088958762615,-0.9725785624417894,0.9694357193291284,1.138856915028721,0.8047253281344328,0.4230053176221642,-0.8203133348276266,0.6766315331926525,-1.121853827667475,Case
METAB01_Smpl_70,-0.2898172304473095,1.2293951934042104,0.462629100128792,-1.3797539144355164,1.8724700508041567,-0.1231654174295936,0.0132547667586354,0.6879024757343971,0.6649112544145095,0.3362020721613096,-0.646248178098784,0.1392955242885845,-0.0709828140135996,0.7770360191021836,1.202653520999683,0.1380069920690869,0.2396429820636936,-0.0475921663396974,1.503817121716437,-0.3415536755330217,Case
METAB01_Smpl_71,0.237084513127976,1.364546613735034,0.0333128308198149,-0.8289774628980022,1.6160850612506397,0.8602290051384276,0.2751930147026324,-0.2985182117018066,0.9737421969463445,-0.6395299976829907,-0.8258035435102735,0.016969900216807,-0.0085715132327356,0.663128777081146,1.0369160677125195,0.1379028238840055,0.1073754271470431,-0.3730297351300642,0.9075942194686296,-0.4428206729369816,Case
METAB01_Smpl_1_nonCOVID,-1.0046992207027894,-0.5459179270292898,-0.851788183027304,0.5297941122219794,0.2641392663019695,0.268630066158122,-0.1602177218517519,0.0057358157253672,-1.1836390782928496,-0.2770325879437845,0.6389195473715146,0.8771745025108852,-0.3597201090687745,0.6928273022658712,-0.5630847967658421,0.8704028238573533,-0.964002983839639,0.7201627921396992,-1.646923017585118,-0.4532291143642543,Control
METAB01_Smpl_2_nonCOVID,-1.0431046464832876,-1.7761360474215475,-0.5450639488060017,0.1682154845533092,0.7066260592753794,-0.0997983207726855,-0.7885189525748738,-1.1764841892610376,-1.6842782488192711,-0.3317098719108217,-0.5393752905733983,-1.417748635291447,-1.3318394387189842,-0.2034253305542007,-0.6059408077481245,0.3090642825701497,-0.7388917374036201,-0.971079983167924,-0.5638452004739198,-0.6194230601140619,Control
METAB01_Smpl_3_nonCOVID,0.7623741479000657,-1.6173788960482012,-0.0302705036417799,0.3107286813387614,-0.3054835196623423,-0.1510204547272834,-0.5554534085125318,0.4046815293894792,-0.8657771282720784,-1.4150207209982566,0.5726537380063446,0.6759735580467555,0.3590281654656497,-0.1083503411579096,-0.8567969819346534,-0.6065149540488617,-0.3738519135333049,-0.5294994914017623,-2.12955265810125,-0.4678385415476043,Control
METAB01_Smpl_4_nonCOVID,0.171395274749267,0.2068641513687232,-0.8395204961450018,0.8211439008528251,1.0152190562310093,1.1685034835061296,1.3390181054950985,0.1422393110554598,-0.4014898058948158,-0.8838176832340694,1.35956570727687,0.714214765411723,0.5181825690350711,-0.2391744182331469,-0.6381284344151467,0.1341831506805534,-0.2885885540343313,0.9113720966307872,0.2015699399816388,-0.0357839563196324,Control
METAB01_Smpl_5_nonCOVID,1.5787550472571672,-0.7683267649375937,-0.2020508592704037,0.5148714737791628,0.1061203986283071,0.0890123851881981,0.1468185351057952,0.27662906868277,-0.6426925726970182,0.4377121569376665,0.2226922329116587,0.8214252756859767,-0.5288478747705044,1.1827771306130828,-0.9065942935868156,0.9027721854300526,-0.2055698908300916,-0.5419235993648422,-0.5278826755764301,-0.8671021844397004,Control
METAB01_Smpl_6_nonCOVID,-0.1974919812966088,0.1192261960430972,-0.922819331498076,0.9312514963060288,0.7370360401958584,0.6900437133966401,1.114068656559864,1.038192666931929,-0.6485779655207821,-0.2298811197444472,1.8622230793666568,0.928683145548602,1.4962351715051263,0.8530036486697506,-0.6604754243117649,0.994829554925966,-0.0939642810190429,0.635772974555137,-1.328337897127699,1.008506668232929,Control
METAB01_Smpl_7_nonCOVID,-0.815275246257981,-0.0484313231537641,-0.5038981571507417,0.6197907359375413,0.5054775832228525,1.1864476814734353,0.9746927904225312,0.1473374537725026,-0.3362290951724572,0.3001072599016729,1.189346307198962,0.9762810487718724,0.2038861553795785,0.2878336925896033,-0.8488117115817332,1.0500132111255265,-0.8280524128250317,0.3129934818217658,-0.4184899429873963,1.0502772209326086,Control
METAB01_Smpl_8_nonCOVID,0.7566161461391734,-3.664954146657428,-0.3009232886196309,1.2961114245689476,0.2980471103063205,-0.3663755615462855,0.7096473449063615,1.5670266308242748,-0.1246625211844765,-0.3536390525662733,1.2279917148136807,1.0932459287866,1.708989844011119,0.8848570988230455,-0.8540447100029843,1.3629093124926608,0.4810300454113149,1.8916011837380584,0.6091320760798989,0.5492995979851985,Control
METAB01_Smpl_9_nonCOVID,1.3417552461063198,-0.6158622350814533,-0.3368582502018381,1.1426685040031832,-0.4547561294972413,0.6107741240057531,0.0869314142603501,0.6651548571086253,0.0115847993885877,-0.8229819122604503,0.8416263237533208,0.4055200743051153,0.4326992341287899,1.9444306178872333,-0.8874819016332894,1.2287507881121842,0.1284929663703972,0.2377603237736511,-0.0594774188384959,-0.8992384252048392,Control
METAB01_Smpl_10_nonCOVID,-0.1799940073402543,0.014303483147873,-0.4155868520463057,0.8509498850550582,0.2369250907749149,0.2871992008628783,0.900546735019496,0.0807256153871578,-0.2208490662060305,0.5509308470773675,1.0941631138723311,-0.0028837694425562,1.0546498005544298,0.3297320095699814,-0.8164955159812911,0.4646063459477624,-1.2949342528480088,0.5987790406091675,0.4824212961598839,0.3153287576728965,Control
METAB01_Smpl_11_nonCOVID,0.8573728406186296,1.169344601674566,0.3228192545246967,1.926201532443672,1.1661359444577866,1.821167570895934,2.2578515784401576,2.0845029207807237,0.8857396581632521,0.9730933848904229,2.468123648984074,1.8602820803396465,1.9444943338790848,1.6073330120505378,-0.6494557569197629,1.9135339339134043,0.6988308717643005,1.0583964230011056,0.6890793270891039,2.2651865254253414,Control
METAB01_Smpl_12_nonCOVID,-0.218119330783378,-0.669032673395711,-0.2874399438617051,0.5538574464782252,0.3116033770628204,1.202108881934752,0.7702520241883002,-0.3819004377492562,-1.3756102016749725,1.7273494612513969,0.6157096440399901,-0.4881928513196481,0.4071128456076644,0.691849757675766,-0.609243500607976,0.3393579307376929,-1.092988586237478,0.5109307318993119,0.8120340627892723,0.426049091980674,Control
METAB01_Smpl_13_nonCOVID,0.459695602259014,-2.081520521950972,-0.4599415328679468,-0.1566908195856255,-0.2344963868278758,-0.0307799255370525,0.1481783568373144,-0.0111263694285258,-1.8260397829406156,-0.3612072313190674,-0.4309672846553333,-1.3340530443138066,-0.8681800389837828,0.14162556950517,-0.5975939919829673,1.1667171418616722,-0.6163778576186574,0.2284237842638768,-0.7522003724852203,-0.7711550060331644,Control
METAB01_Smpl_14_nonCOVID,2.208130104457545,-1.594059391675863,-0.5975196155159601,0.6408847712822845,0.7361347373221139,0.2852233129053428,-0.3884160607598007,1.034246686735247,-0.9571950971906972,-1.9927303779139935,-0.267965740016295,-0.4549015889505365,-0.2108757644713478,-0.1019629652678286,-0.9292871888796428,1.4887650564864472,-0.0935678160029432,0.8495395630028035,0.4478755479923592,-1.2293674164203754,Control
METAB01_Smpl_15_nonCOVID,0.5499779881592958,-1.2823879208949858,-0.5266196236706439,0.1693418185069599,0.4814173818648923,0.7091791908367239,0.3649958028007083,-0.7347761805887717,-0.7323708760332723,0.0654892147414234,0.1309755401875628,0.6735181233886035,-0.9358023310508892,0.0929388618704139,-0.6653714569786912,0.5846355797754054,-1.08397215973585,-0.8027196532763069,0.9165678600578432,-0.6105796230214436,Control
METAB01_Smpl_16_nonCOVID,2.049174863821567,0.6449387266846957,-0.0577244136404266,1.3554883345367827,0.3705019060696691,1.607203747836576,0.7795272343086588,1.6957720047157656,-0.4098569411717756,-0.4761246878754882,1.509306321296613,-0.1107820918912918,1.6442191051342452,0.8656929011511972,-0.428326869008765,0.5965466147818677,0.141943252803711,1.1932405901191552,-0.0247297240587783,0.6529273977282756,Control
METAB01_Smpl_17_nonCOVID,0.5742242757048461,-0.4922622404698284,-0.4840541671356911,0.8765317282478988,-0.5950112468914845,0.2146772990380519,0.0641917353276908,-0.0516502567132031,-1.259480174567673,0.3081685050349799,0.578337211915217,0.1103071032386657,-0.4624655507566954,0.2483146439504775,-0.9130897012961064,0.6990800408117093,-0.9544588775954704,0.8301142594570217,-0.7870381040432332,-0.0287098603255589,Control
METAB01_Smpl_18_nonCOVID,-1.1942063017437472,-0.29953593205332,-0.2614201746904274,0.3945965379349075,0.4582425314924296,0.8007931648570288,-0.0728639574823062,-1.0793561394030362,-0.7605077153104493,-0.0220810290627855,0.6591263249097276,1.1148422332238508,-0.8997857765736322,0.183805723994178,-0.7297337634422946,-0.0492637143377108,-1.3376301854039152,0.907947982262358,-1.183941502675514,1.450470907137665,Control
METAB01_Smpl_19_nonCOVID,0.4166952079944326,-0.9229943712345114,-0.489974134916384,0.7945954540922843,-0.1246127501542661,0.4877338395274915,0.6950201817359953,0.2491572221302102,-0.0144673067427728,1.0844419751126504,0.40550997393714,1.0055305167713615,0.2701739221524833,0.2421470742015594,-0.7682040162349612,0.2565807966010239,-0.95363468776685,0.4398005544549531,-0.7350678913995792,-0.0756311974614277,Control
METAB01_Smpl_20_nonCOVID,-0.6563931317970841,0.49670121310769,-0.1906442576769125,1.1540566298868262,0.167072458659071,0.8973757314722668,0.8504094412722615,0.4844873672961921,-0.6127645498398506,0.0767919075665038,1.431467983156184,0.5579021064017393,0.973157713293326,0.0736689348317934,-0.691280305062812,0.4801979476027216,-0.0784598980317394,1.5742765427069847,-0.4316371860532032,0.9333123824627444,Control
METAB01_Smpl_21_nonCOVID,0.082075364908598,-1.6976031483385745,0.0016393237896708,0.5932465324841493,0.751050946974262,-0.6161218512526552,-0.2931775369080261,0.1120914588553306,-1.869474392111436,0.2929207068644717,-0.0638522051626003,-1.0401685743265765,-0.2227407816827154,-0.1557274734992322,-0.6392993638432961,0.0072786291832821,-2.031498951815661,-0.915007422406611,-1.0207035769051778,-0.5378740351937928,Control
METAB01_Smpl_22_nonCOVID,-1.6088497982097918,-0.2617700956157292,0.5686552483303067,1.180242728901843,0.4295455927640196,-0.1300109226718357,0.0620037675399527,-0.01306895627047,-0.4298540050250343,0.1478455405699164,0.8005903084652177,1.2408308681010058,-0.3111549507578869,0.417639904241885,-0.7387041771731644,0.1485111319239166,-0.172226957744397,-0.2448684694717195,0.0748990549405656,0.2385018941454678,Control
METAB01_Smpl_26_nonCOVID,-0.0562999078024601,-1.0329060346908705,-0.1789372665961768,0.5021456032569394,1.2402205473524466,0.1158978203499422,1.1359959236269486,-0.5412109872195675,-0.4972563210989146,-0.1220839641946907,-0.1294728279917004,-1.2928160830911526,-0.0981318462737354,-0.232573107399597,-0.6131958590493537,-0.3914400080970623,0.4463303476133404,-0.3914285368060867,-0.2608807534323757,-0.6863624883580711,Control
METAB01_Smpl_27_nonCOVID,1.4886078754566636,-0.5651623704773273,0.8349754380554968,0.8260526661492538,0.5887078280313827,0.7855459987767041,0.069077173976529,0.5407950565300175,-0.4324292531451792,0.9590643519046466,0.8600481873603388,0.6052754853123047,0.3391289135203222,-0.0566392715388486,0.1919905490441608,1.479205398070929,1.5691609322408604,0.8431792939565191,-0.4226193510846405,0.6028175712079042,Control
METAB01_Smpl_28_nonCOVID,0.5993994464415148,-0.2355291254772381,0.7125503125367264,1.110332901457746,0.1859200955204926,0.4106438569136301,0.7884204972480553,0.2091300052659729,-0.1956576770577897,0.2020033568218562,0.8126257973386624,0.6824791258558776,0.2075535653397268,0.8076338483818304,-0.9735323676901824,0.4715157709461519,1.6313290515148788,-0.581728330858555,-0.900142107173629,-0.8306102269209523,Control
METAB01_Smpl_29_nonCOVID,-0.7583057317977974,-0.2055416546826247,0.2272569964158779,0.8667432769613301,-0.9899031117070244,0.6597195342331195,0.7766156134005353,0.4477708725175646,-0.5890863529445293,2.001680356495186,0.8783466215868704,0.2786069442853834,1.001646912913598,-0.1535202823110374,-0.1965983575601795,0.4481497023530935,1.2896107400613872,0.4349641690879458,-0.7657713404071688,3.1131688366553583,Control
METAB01_Smpl_30_nonCOVID,1.0348603495036366,0.8045061257103353,0.6665070683034796,1.2551428736915156,0.450044468121779,0.600370159082301,1.5149643446868486,0.8406258084532845,0.1074376824950119,1.5781850473658108,1.8662411481798504,1.5723430581226894,2.0241906133840226,0.5292309306335305,-0.8021590315060411,0.965511966051885,2.1149963007092656,1.5220920342074464,0.5470978921939863,1.6284018663493416,Control
METAB01_Smpl_31_nonCOVID,1.2566599113207535,-0.7588731321343837,-1.2928964988007594,1.0459840601566288,0.0051051365373263,1.25139389361773,0.2644797379019128,1.4901526267263,-0.4488801073384649,0.8855041237665181,0.4079173279743569,0.0443757924903454,0.4670618739749043,0.8463241142959842,-0.667200200760337,0.7826362936700757,1.3164927012136236,-0.3742277391669121,0.3089436565804351,-0.1970655638942685,Control
METAB01_Smpl_32_nonCOVID,0.3291628523321636,-1.1268074197024516,-1.4222387209412355,0.5943431720937866,0.4052015761080062,0.9151574916262676,0.5726417939427045,-1.0693698892301025,-2.216389631606036,0.7032499874847056,0.1804572976810175,-1.2935376726739598,-0.5041553443977258,-0.0564351913339313,-0.8708439549420577,0.5008034849787975,0.6452323572373883,-0.4995254060326619,-0.9050502379542626,-0.6920879513397508,Control
METAB01_Smpl_33_nonCOVID,0.396714637793121,-0.1249930750355025,-0.2222041218259165,1.0256692818961302,0.68540540836971,1.3693560188186675,1.4179246548059106,0.7040118299472023,-1.1269036373408334,0.978047298792121,1.4370716197932567,-0.1200102026163984,0.9382194075154352,0.8330193152646123,-0.4671775203547081,1.0016860849771834,1.6025119662034375,1.9202973383603976,0.1000832812930266,0.193424191074485,Control
METAB01_Smpl_34_nonCOVID,0.1642731805103895,0.2029802644084884,0.3127063443831971,1.5559138378911617,0.2281092715664426,2.1392028425034724,1.3833738520001233,1.188289192199153,0.5082850507570512,1.7244578891089115,1.5147837211870885,1.4233949427436603,1.6984476576733014,-0.0871200411956785,-0.930033596637339,1.0724916486984928,2.3765101752849933,1.0774673577405849,-0.0273851465592317,2.387546437865757,Control
METAB01_Smpl_35_nonCOVID,0.9819252415414592,-0.3419836787218986,0.5982937574379379,1.215192224267562,0.7643378256822437,1.5897084710885578,0.7667855849369224,0.287445962843563,-0.1779799842966846,1.932854121632692,1.1802896258836928,1.136135739454856,1.7093840161920983,0.6555929009913066,0.8843826824646236,1.4403984183296596,2.696424815406546,0.7370759593646652,0.8961918351573482,0.8364111121260112,Control
METAB01_Smpl_36_nonCOVID,-1.3053865942813871,0.4424225804711769,-0.3545100463760998,0.6592282861758461,0.6768359022959797,1.3896319841733495,1.1410174036338785,0.0094679391160679,-0.8692743243297852,1.1093946672406314,1.510330525295152,0.6572972354156423,0.4606747763155166,-0.0520466339055065,-0.810757344696334,-0.1769236269012422,0.8672265522497451,1.9722212366551064,-0.4723263269709239,0.9766088954062728,Control
